airport_1,airport_2,nsmiles
LAS,FLL,2175
LAX,PDX,859
ISP,SYR,223
FLL,PDX,2700
MSN,OAK,1772
AUS,EWR,1559
ELP,BUR,714
BOI,LAX,688
MDW,SAV,773
EWR,SFO,2619
XNA,JFK,1159
EWR,SJC,2619
CLE,MCI,711
MEM,DCA,787
DFW,LBB,293
AUS,ORD,972
CMH,ISP,519
SWF,ORF,337
HSV,JFK,860
CHS,MDW,760
MDW,TPA,1014
CVG,HOU,886
BOS,PBI,1222
DCA,PBI,883
AUS,IAH,156
MIA,TLH,402
BOS,CLT,737
SDF,IAD,495
DAL,IAD,1217
IAH,JFK,1465
EFD,SAN,1320
LAX,PBI,2330
SNA,PHX,370
LGB,IAD,2329
STL,PIE,869
LGA,IAD,265
CVG,TPA,773
BUF,MIA,1185
DEN,JFK,1659
MIA,PHL,1013
ABQ,BOS,1974
MHT,BNA,943
JFK,PHL,130
CID,AZA,1252
SAN,IAD,2295
FLL,SEA,2724
PVD,HOU,1609
IND,BWI,516
BUR,PHL,2401
LAS,PHF,2155
MHT,CAK,563
FLL,PHL,1013
DEN,LAX,862
JAX,ORF,547
MDW,TUS,1440
RSW,SWF,1120
CLE,SFO,2187
SNA,PIT,2136
CLT,TPA,508
BUR,MCO,2217
OAK,SEA,696
SAN,IAD,2295
FLL,SMF,2552
DFW,BWI,1217
HOU,PHX,1020
MHT,LGB,2611
FLL,SJC,2585
MIA,SAT,1145
ORD,MCO,1005
MDW,MEM,491
AUS,HPN,1559
COS,LGB,833
CAK,MYR,557
BHM,NYC,902
MSY,IAD,998
MIA,DCA,946
MCI,LGA,1148
ISP,RIC,325
BDL,SJC,2625
LAX,PHF,2371
MDW,DEN,895
DTW,LGB,1988
EWR,ROC,285
CAK,JFK,458
ISP,STL,928
LAX,TUL,1283
GSO,SWF,493
LIT,EWR,1125
MIA,SFO,2585
DFW,MEM,432
DTW,SFO,2079
MSP,TPA,1307
ORD,DFW,802
PVD,ROC,343
IND,SJC,1944
MDW,BUR,1751
MDW,GSO,590
LAX,TUS,453
CVG,FLL,948
EWR,SFO,2619
MDW,STL,258
FLL,DCA,946
EFD,OKC,423
LAX,ISP,2510
DFW,LGA,1428
ORD,LGA,773
ORD,PHF,717
EWR,SEA,2448
LIT,NYC,1090
IAH,IND,862
LAS,LGB,236
BHM,LGA,902
ATL,BOS,952
ABQ,ONT,677
MHT,DTW,632
CAK,ISP,458
SNA,PDX,859
DAY,EWR,590
ORD,MSY,837
BUR,ISP,2510
MCO,BWI,787
PVD,MSP,1124
HPN,PWM,284
ORD,JFK,773
PHX,DCA,1998
BUR,PDX,859
HPN,TUL,1271
ISP,TUS,2173
DAL,PHX,879
TYS,HPN,684
IAH,EWR,1465
BHM,IAH,570
JFK,ROC,285
HOU,LIT,393
LAX,BNA,1797
BOI,LAX,688
DFW,PIT,1068
SNA,OMA,1330
BOS,MCO,1142
DEN,SJC,967
PVD,LGA,209
MDW,MDT,594
CAK,MIA,1080
PVD,BNA,943
COS,BUR,833
DFW,IAH,247
MCI,FLL,1252
ONT,OMA,1330
IND,BUR,1814
EFD,SLC,1220
OKC,SFO,1384
BOS,ORF,487
DTW,MIA,1145
JFK,PNS,1063
MHT,RSW,1272
BOS,SLC,2105
ISP,SEA,2448
RSW,LGB,2238
TUL,BWI,1071
CMH,BNA,338
COS,BWI,1504
EFD,JAX,817
MHT,PDX,2537
LGB,OMA,1330
CVG,IAH,886
MHT,PHF,487
ACY,FLL,998
COS,BWI,1504
MDW,JAN,677
BUF,MIA,1185
LAX,TUS,453
BOS,JFK,209
BOS,DAY,709
MSN,HPN,819
DTW,LAX,1979
BOS,IND,817
PHX,OAK,651
DFW,TPA,929
EWR,PBI,1077
AUS,JFK,1559
CLT,BUR,2125
CAK,HOU,1107
ABQ,BWI,1670
RNO,SJC,192
LAX,TUL,1283
IND,SFO,1944
CLT,LGB,2125
PSP,SFO,421
SAV,BWI,549
LGB,SMF,404
BDL,SJC,2625
LEX,HPN,644
ORD,SDF,286
BUF,TPA,1054
IAH,STL,687
LIT,LAX,1494
CMH,SNA,1995
BUF,SNA,2217
BHM,MDW,584
FLL,SEA,2724
JFK,PWM,284
MSP,DCA,936
AUS,DFW,190
DAL,HRL,461
TYS,TPA,550
ONT,MFR,659
PVD,SJC,2704
DFW,BNA,631
ORD,CLE,344
HOU,PIT,1131
CAK,DEN,1224
CLE,PIE,932
CVG,DCA,430
LGB,SEA,978
DEN,OAK,967
ORD,GSO,590
MSN,ISP,850
BDL,IAH,1519
DEN,IAD,1491
ABQ,JFK,1861
ORD,TUL,585
MIA,SFO,2585
DEN,HPN,1659
PHX,IAD,1999
MSP,SJC,1589
CLT,ISP,575
BUR,ROC,2272
EFD,PDX,1850
MHT,CAK,563
PIT,IAD,210
BUR,FLL,2342
CLT,OAK,2296
CLT,ORD,599
MIA,TLH,403
PVD,LAS,2381
DEN,SNA,862
PWM,BWI,494
PSP,SFO,421
BOS,STL,1046
LGA,PIE,1048
CLE,LGB,2073
MCI,SWF,1148
LGB,RDU,2239
LAX,SAT,1211
SDF,PHX,1506
MEM,FLL,860
ONT,LGA,2510
MSP,SWF,1057
ORD,DSM,306
MDW,HOU,945
RDU,TPA,587
CAE,EWR,648
FLL,PDX,2700
ONT,MCO,2217
CMH,DAL,927
FLL,PHF,812
RIC,OAK,2449
ONT,PDX,859
CLE,HOU,1106
MIA,SLC,2088
LGA,SMF,2553
BOI,SJC,523
RDU,SJC,2400
MSP,SJC,1589
ALB,SJC,2559
ELP,EWR,1944
DFW,BDL,1471
DFW,EFD,252
MDW,LAS,1521
BUF,DCA,296
DEN,LAX,862
HOU,PHF,1209
LAS,OMA,1099
LAX,SFO,372
DAL,DCA,1217
TUS,IAD,1976
HOU,MSP,1059
ORD,ORF,717
IAH,SWF,1465
SLC,SFO,599
PVD,PDX,2537
IND,SNA,1814
DEN,BWI,1491
ONT,LGA,2510
OKC,SJC,1384
MHT,IAD,418
BOS,SMF,2636
FLL,RIC,826
JFK,PIT,375
MYR,LGA,601
SDF,FLL,911
CLE,MIA,1080
DAL,ICT,333
AUS,BUR,1242
LGB,SWF,2510
CVG,DFW,812
SNA,PHL,2401
ORF,MCO,662
HOU,STL,687
AUS,IAH,148
DAL,MCO,984
DFW,RNO,1356
BOS,MCI,1256
CHI,NYC,773
MHT,RIC,487
CLT,IAD,361
DFW,TUL,237
BDL,OAK,2625
LIT,LGB,1494
LGA,RDU,463
CHI,SAN,1729
CAK,SAN,2045
ORD,ORF,717
EFD,PHL,1335
ORF,SAN,2330
JFK,TUS,2173
SAV,DCA,549
BDL,TPA,1111
MDW,TYS,475
CLE,SJC,2187
PVD,SLC,2105
LGA,RDU,463
DSM,DCA,910
DTT,SDF,316
CLE,SLC,1591
ORD,MCO,1005
MIA,STL,1068
CMH,MSP,627
BOS,SRQ,1240
NYC,RDU,463
CAK,SJC,2187
DEN,FLL,1709
BDL,OAK,2625
CAK,FLL,1080
BDL,IAD,326
CMH,STL,409
MYR,EWR,601
RNO,IAD,2286
BUR,TUL,1283
MHT,DTT,632
ABQ,BWI,1670
ATL,CAK,554
BUR,STL,1592
BTV,MIA,1348
SWF,SEA,2448
LAX,SJC,372
MHT,MYR,757
ONT,PHF,2371
HOU,LAS,1235
IAH,DCA,1246
LGB,RNO,415
FLL,AZA,1972
BDL,BUR,2527
CLE,DFW,1023
PVD,CVG,752
RSW,MSP,1416
MSP,SFO,1589
SYR,TPA,1104
MKE,JFK,777
ASE,EWR,1784
ORD,SMF,1790
DAL,SAN,1182
CLE,BUR,2073
BOS,JAX,1028
HOU,MSP,1059
BUR,SJC,372
ORD,LAS,1521
PVD,PHL,290
DTW,BWI,409
CLT,BUR,2125
LAX,PHF,2371
HPN,SLC,2021
HPN,SAN,2481
DAB,EWR,935
FLL,IAD,946
MIA,MKE,1259
MDW,OAK,1855
HPN,PHF,337
ONT,SWF,2510
RSW,IAD,919
COS,SJC,963
ELP,BUR,714
DFW,MFE,468
IAH,SLC,1213
BOS,SAV,917
CVG,SNA,1900
MSN,JFK,850
DAY,TPA,828
LAX,TUS,453
MHT,SDF,829
RDU,SFO,2400
DAY,BWI,406
MIA,OMA,1393
SNA,MEM,1619
ORD,DFW,802
MHT,IND,818
MCI,MCO,1072
ABQ,DAL,580
COS,IAD,1504
DTW,TPA,987
MKE,HPN,777
PVD,MCO,1142
PVD,PBI,1222
SDF,SJC,1989
BUR,PHL,2401
LAX,MEM,1619
ELP,IAH,684
BOS,ONT,2611
AUS,MDW,978
MKE,DCA,641
AZA,OAK,668
HPN,PDX,2482
PVD,LGB,2611
BUR,MFR,659
BOS,STL,1046
BOS,HPN,209
DEN,JFK,1659
PHF,PHL,211
MCI,PHX,1044
DEN,DCA,1491
JFK,WAS,265
IAH,HPN,1465
CHS,IAD,472
OMA,IAD,1025
MSN,ISP,850
FLL,PHF,812
HPN,SLC,2021
ALB,ONT,2468
CHS,SWF,678
EFD,MSY,305
DEN,FLL,1709
DEN,FLL,1709
ISP,SRQ,1085
ORF,MCO,662
DAY,BUR,1925
STL,DCA,737
BUR,SAT,1211
CAK,SAN,2045
DFW,ORF,1213
LAS,DCA,2106
PIT,PIE,879
BOI,BUR,688
AUS,DAL,190
CAK,DCA,314
SYR,IAD,298
ONT,SWF,2510
EFD,MEM,484
IAH,SAT,192
BOS,PHL,290
PDX,DCA,2358
CLE,PDX,2078
DFW,PHL,1302
CMH,OAK,2121
MEM,OAK,1807
DTW,RDU,501
LAX,OKC,1187
CVG,DFW,812
AUS,SFO,1499
DEN,IAH,883
IAH,SWF,1465
MEM,FLL,859
ABQ,DCA,1670
GRR,LGB,1874
HPN,PIT,376
ELP,OAK,993
DFW,TUL,237
BUR,PHF,2371
ORD,PHF,717
ALB,IAD,325
BOS,CLE,563
IND,FLL,1021
SWF,PNS,1063
BHM,EFD,570
RSW,BWI,919
SWF,SJC,2619
CMH,OAK,2121
CVG,HOU,886
AUS,SJC,1504
CHS,ISP,677
CLE,HOU,1106
GSO,FLL,710
CAK,MYR,557
DEN,BUR,862
XNA,SWF,1159
LAX,GEG,962
MIA,DCA,946
CMH,SJC,2121
PHF,SAN,2330
MSY,ISP,1218
MSP,LGA,1057
DSM,BUR,1447
ORD,SWF,773
DFW,DEN,641
SNA,PHL,2401
CAE,DCA,437
DAB,ISP,935
HPN,RDU,463
BTV,BWI,442
DFW,HRL,461
MIA,SAN,2268
IAH,NYC,1465
EFD,SNA,1397
MIA,PDX,2700
ISP,PDX,2482
ORD,ISP,773
GSP,DCA,426
ISP,PHF,337
FLL,PHF,812
DSM,SWF,1071
CMH,PHX,1671
IND,PIE,840
GRR,SWF,656
EYW,HPN,1248
BUF,EWR,326
ORD,ELP,1240
LIT,IAD,912
FLL,MSP,1501
DTW,ISP,540
LAX,SAT,1211
BDL,MCO,1050
CAE,BWI,438
DAL,RNO,1356
DEN,LGA,1659
CRP,DAL,354
EWR,TPA,1048
GSO,TPA,580
AUS,LGB,1242
BOS,DAY,709
MDW,PHL,678
IND,SFO,1944
LAX,PBI,2330
BUR,ICT,1203
BHM,DTW,625
LAX,TPA,2158
MCI,SMF,1442
ONT,PHX,370
RIC,OAK,2449
ATL,SFO,2139
CMH,SJC,2121
IND,ONT,1814
EUG,LGB,776
JFK,BWI,251
RSW,ISP,1120
ORD,TUS,1440
DTW,PHF,529
EWR,MCO,989
JAX,LAX,2153
OAK,STL,1735
NYC,OAK,2619
SNA,MIA,2342
GRR,BWI,528
EUG,SFO,471
SWF,MCO,989
LAS,SNA,236
DTW,EWR,540
HOU,LIT,393
JFK,TUS,2173
LAX,MFR,659
MCI,SFO,1499
IND,MIA,1021
SFO,BWI,2457
BOS,CLT,737
EWR,SJC,2619
SNA,FLL,2342
MYR,SWF,601
MHT,PHF,487
JFK,PBI,1077
DSM,LAX,1447
ORD,TSS,773
COS,SWF,1678
BUR,OAK,372
ORD,LAS,1521
LGA,OAK,2619
DAY,BUR,1925
ORD,MYR,753
IAH,LIT,393
GSO,EWR,493
ORF,SJC,2519
IAH,OMA,804
ONT,JFK,2510
MDW,RIC,642
CLE,EFD,1107
PNS,BWI,846
CLE,TPA,932
JFK,ROC,285
JFK,PNS,1063
DTW,SDF,325
TPA,DCA,842
MHT,ORD,867
ALB,SJC,2559
EUG,LGB,776
SAT,SFO,1482
DAL,DTW,986
RSW,BUR,2238
ISP,PIT,375
LGB,MSP,1536
EFD,MSP,1059
CHI,MIA,1197
GSP,JFK,643
BOS,BNA,943
DAL,BWI,1217
BOI,ONT,688
FLL,IAD,946
ACY,MIA,998
GRR,SWF,657
MEM,DCA,787
ORD,IAD,622
HSV,IAD,640
MDW,MSY,837
EWR,TLH,956
JFK,SMF,2553
EWR,STL,928
IAH,PHL,1335
CLT,SNA,2125
MHT,BUR,2611
ABQ,ONT,677
EFD,EWR,1465
IAH,LBB,482
BUF,HPN,326
ISP,PDX,2482
PVD,DAL,1562
DFW,LAX,1246
MDW,SJC,1855
DAL,MAF,319
BUF,LAX,2217
MHT,SFO,2704
DTW,BDL,548
BUR,BNA,1797
PVD,STL,1046
JFK,SEA,2448
LAX,PHX,370
LGA,OAK,2619
DAL,SFO,1476
DFW,MKE,853
SNA,STS,433
DAY,DCA,406
BOS,BNA,943
IAH,FLL,965
PVD,OAK,2704
BOS,GSO,655
ORD,CVG,264
DFW,SEA,1670
HSV,LAX,1803
SFO,BWI,2457
CAE,HPN,648
ONT,PHL,2401
MIA,SLC,2088
ATL,SFO,2139
ORD,CAK,344
ORD,DFW,802
MHT,CLT,737
MHT,MCO,1142
OMA,SJC,1433
SFO,TPA,2393
IAH,JAN,359
RDU,WAS,255
DFW,DTW,986
AUS,DTW,1149
DTW,LAX,1979
JFK,RDU,463
MDW,MSP,349
MIA,ROC,1204
DAL,SEA,1670
MDW,TYS,475
LIT,SJC,1690
BOS,ONT,2611
LGA,OKC,1381
XNA,JFK,1187
FLL,MSY,674
BDL,IAD,326
MSY,PHF,939
PIT,OAK,2254
MCI,LGA,1148
AUS,EWR,1556
ATL,PHF,516
DAL,GRR,931
CLE,PBI,1020
FLL,HPN,1139
HOU,JAN,359
PHF,PHX,2029
BOS,MCI,1256
MCI,BWI,966
IND,DCA,515
DFW,BUR,1246
HOU,OMA,807
BUR,SWF,2510
CLT,HPN,575
DEN,PIE,1506
SWF,SYR,223
MIA,SFO,2585
SNA,IAD,2329
LGA,BWI,265
MIA,IAD,946
ORD,PHF,717
SNA,TPA,2158
BOS,PHX,2300
IAH,LAS,1235
BUR,SJC,372
BOS,SAT,1764
PVD,LGA,209
MCI,SWF,1148
CHI,ORF,717
PDX,BWI,2358
LAX,PHX,370
ORD,IND,177
CVG,BUR,1900
OAK,TPA,2393
AUS,TPA,928
EFD,RDU,1050
MSY,OAK,1911
ONT,TUL,1283
CAK,MCI,711
GRR,PIE,1044
PVD,OMA,1282
OMA,DCA,1025
EFD,OMA,807
GSP,LGA,643
LGA,RNO,2443
LAX,MIA,2342
LGA,DCA,265
DFW,EWR,1428
ORD,LGA,773
FLL,TPA,204
SNA,SWF,2510
BOS,RIC,487
SRQ,IAD,880
MCI,OKC,313
CLE,IAD,314
ELP,ONT,714
PVD,STL,1046
ABQ,ISP,1861
CLE,DCA,314
ORD,TUL,585
CVG,BWI,430
BUF,LAX,2217
CLT,LGB,2125
BUR,DCA,2329
BUR,PIT,2136
CAK,RDU,416
SJC,BWI,2457
BOS,SDF,829
LAS,ORF,2154
BUR,HPN,2510
CLT,BDL,644
OKC,SFO,1384
DAL,BNA,631
LGB,MIA,2342
MHT,PIT,496
CHI,ICT,591
COS,DAL,603
GSO,EWR,493
JAX,HPN,870
DFW,MEM,432
DEN,HPN,1659
CMH,ONT,1996
JAX,LGB,2153
RNO,WAS,2286
PVD,LAX,2611
EFD,ONT,1397
MIA,BWI,946
DAL,STL,550
LGB,MAF,951
MHT,EWR,209
MDW,SNA,1751
IND,IAD,516
ASE,MDW,1020
PHF,OAK,2519
SNA,SLC,590
MHT,RDU,625
HOU,MEM,484
HOU,MAF,449
AUS,ONT,1238
ORD,MCI,405
LAS,IAD,2106
DAL,PDX,1626
FLL,PDX,2700
TUL,DCA,1071
CVG,SFO,2036
PVD,ORF,487
EWR,PHF,337
PVD,JAX,1028
MIA,RIC,826
PWM,DCA,494
BHM,TPA,460
PVD,RSW,1272
ISP,SLC,2021
MDW,ONT,1751
HOU,MSY,305
PVD,TPA,1204
LGA,DCA,265
ORD,CAK,344
ELP,SFO,993
MEM,BWI,787
CVG,TPA,773
MIA,SAT,1145
MSY,IAD,998
IAH,LGB,1397
PVD,DTW,632
JAX,ONT,2153
DAL,MCO,984
PVD,SAV,917
DFW,PHF,1212
DFW,ISP,1428
DAB,SWF,935
ABQ,MCI,718
HRL,HOU,295
MSN,SWF,850
BUF,ORD,473
ONT,RIC,2305
ISP,STL,928
BOI,OAK,523
LGA,OKC,1381
PVD,PDX,2537
SWF,ROC,285
GSP,JFK,643
CAK,SEA,2055
SNA,PIT,2136
ISP,ORF,337
DAL,OAK,1476
DAY,ISP,590
DFW,PDX,1626
BUR,OKC,1187
DFW,ORF,1213
BOS,JAX,1028
ABQ,IAH,767
MHT,PIT,496
DAL,EFD,252
CVG,MIA,948
CVG,LAX,1900
IAH,LBB,475
IAH,LBB,474
CLT,SNA,2125
CLT,MIA,650
ATL,LAX,1946
ROC,IAD,296
HOU,ORF,1209
IAH,RNO,1546
MHT,ORF,487
HPN,RIC,325
LAX,OAK,372
ROC,BWI,296
DEN,JFK,1659
PDX,OAK,569
JFK,TPA,1047
MEM,SWF,1002
ALB,MDW,723
BUF,MDW,473
BHM,SNA,1815
PVD,SFO,2704
RSW,SWF,1120
BOS,DEN,1754
ORF,IAD,159
ATL,MDW,606
ALB,LAX,2467
SLC,WAS,1864
RDU,DCA,255
LGB,EWR,2510
MDW,STL,258
MDW,IAD,621
SLC,SJC,599
SYR,BWI,298
PVD,MCO,1142
PVD,IND,817
BOS,PBI,1222
DEN,IAD,1491
DAY,TPA,831
ATL,MDW,606
CMH,SNA,1996
MHT,MSY,1371
ORD,RSW,1120
EWR,RDU,463
CLE,LGA,458
SFO,IAD,2457
CLE,JAX,753
PVD,OAK,2704
PVD,JFK,209
SNA,BWI,2329
JAX,LGA,870
ORD,LIT,552
LGA,SAN,2481
BUF,BWI,296
BUR,SYR,2351
ORF,TPA,722
BOS,PDX,2537
MHT,LAX,2611
MHT,PHL,290
ATL,BOS,952
CAK,FLL,1080
LAS,HPN,2283
IND,ONT,1814
DAL,BNA,631
BUF,ISP,326
MHT,DAY,709
MHT,SAN,2588
MHT,ORF,487
MSN,SWF,850
SLC,SFO,599
BUR,ORF,2371
MSY,OAK,1911
MHT,JAX,1028
BTV,IAD,442
HOU,MEM,484
RNO,SEA,564
SFO,BWI,2457
ALB,CHI,723
AMA,IAH,537
MIA,PHX,1972
CHI,LAS,1521
EWR,SMF,2553
BUR,OKC,1187
AZA,FSD,1081
ABQ,SFO,896
MCO,WAS,787
OAK,SEA,696
EWR,TUL,1271
ORD,DCA,621
MEM,LGA,1002
LGA,IAD,265
PHX,SFO,651
DEN,EFD,889
CVG,BWI,430
HPN,TUL,1271
ATL,EWR,795
TYS,ISP,684
LIT,BUR,1494
HOU,MKE,1005
XNA,JFK,1187
FNT,TPA,1036
JAC,SWF,1894
HOU,LBB,475
CVG,SWF,626
MDW,MIA,1197
EUG,ONT,776
ORD,BWI,622
JAN,WAS,888
LGB,TUL,1283
LAX,ICT,1203
HPN,SYR,222
IAH,JFK,1465
ATL,SWF,795
CLE,BNA,448
EWR,PHX,2189
CLE,BWI,314
LGA,OMA,1188
ALB,DCA,325
MHT,EWR,209
JAN,IAD,888
EWR,SRQ,1085
BOS,CMH,640
COS,LAX,833
MHT,DEN,1754
MEM,ISP,1002
MCI,ISP,1148
DAB,SWF,935
ELP,SJC,993
PVD,MYR,757
DAL,TPA,929
ABQ,HOU,759
PVD,ORF,487
MIA,ROC,1204
RNO,OAK,192
DEN,DCA,1491
BOS,RSW,1272
ORD,STL,258
LAS,LGB,236
BUR,PIT,2136
LAS,OAK,414
ORD,ELP,1237
GRR,LAX,1874
GSO,DCA,278
CVG,ISP,626
CVG,WAS,430
CLE,BNA,448
JAX,SNA,2153
GSO,TPA,580
BLI,OAK,790
LAX,MSP,1536
MDW,MSP,349
DFW,IAD,1217
ISP,RIC,325
ONT,SMF,404
MSY,PHX,1300
ALB,IAD,325
CAK,FLL,1080
GRR,LAX,1874
SNA,MFR,659
MSN,EWR,850
TYS,EWR,684
LAX,PBI,2330
MDW,PHF,717
ATL,BWI,576
DTW,SNA,1979
MHT,PBI,1222
LGB,PHF,2371
BOS,BUR,2611
SNA,STL,1592
DAY,DCA,406
CHA,SWF,770
ORD,DSM,306
TYS,NYC,684
ORD,SNA,1750
MDW,JAN,677
CAK,BDL,475
ORF,TPA,722
PVD,RIC,487
SNA,STL,1593
CVG,HOU,886
BLI,SJC,790
MSY,SFO,1911
MDW,SLC,1258
DTW,PDX,1953
SWF,PHX,2189
CLT,HOU,920
CAE,JFK,648
HOU,PIT,1131
PHF,SAT,1382
JAX,SFO,2366
ABQ,MCI,718
PVD,CHS,836
AUS,SNA,1242
ELP,BWI,1741
ORD,CVG,264
MIA,PHF,812
MDW,SMF,1790
ATL,EFD,696
CLE,PHL,363
FLL,PIT,1013
DFW,LGA,1428
AUS,SWF,1559
SAN,SFO,447
MHT,HPN,209
ELP,ONT,714
HOU,HPN,1465
ORD,PHF,717
MDW,CAK,344
CLE,SWF,458
IND,JFK,700
DFW,MEM,432
LGB,EWR,2510
ONT,DCA,2329
DTW,SWF,540
MHT,LAX,2611
PDX,DCA,2358
LGA,DCA,265
HPN,DCA,265
MKE,JFK,777
JFK,SAT,1624
ISP,TPA,1048
BHM,EWR,902
CAK,OAK,2187
ONT,TUS,453
SNA,TUL,1283
EWR,SAN,2481
SFO,BWI,2457
PHF,SEA,2437
COS,ONT,833
MDW,SAN,1729
LAX,STS,399
AUS,TPA,928
EFD,LAS,1243
PHX,STL,1262
LAX,MEM,1619
BOS,CVG,752
MEM,HPN,1002
ISP,PSP,2413
CHI,SFO,1855
ONT,ICT,1203
ALB,LGB,2467
DAY,EWR,590
FNT,PIE,1040
ABQ,LAX,677
ORD,LGA,773
BOI,BUR,688
JFK,PIT,375
CAK,RDU,416
MDW,TUL,585
MIA,EWR,1139
CVG,IAH,886
MDW,LAX,1759
HOU,MKE,1005
CAK,ISP,458
PSP,OAK,421
LGB,SLC,590
JFK,PSP,2413
MCO,SFO,2445
SWF,OKC,1381
EWR,SAN,2481
EUG,LAX,776
MSP,TPA,1306
GRR,LAX,1874
MDW,SJC,1855
DTW,JFK,540
BDL,LAX,2527
EFD,PDX,1850
CAK,DTW,133
PVD,CMH,640
ISP,MCO,989
ORD,ISP,773
SEA,PIE,2520
SNA,RNO,415
SWF,ORF,337
ORD,ISP,773
DEN,OAK,956
EWR,TPA,1048
MDW,RSW,1120
MDW,PNS,794
BNA,LGA,803
ORD,IAH,945
EFD,ORF,1209
FLL,RIC,826
BOS,RIC,487
MIA,STL,1068
BOS,WAS,418
MDW,SDF,286
BUF,FLL,1185
BUR,SAT,1211
ISP,SAT,1624
CMH,LGA,519
PVD,DCA,418
BLI,LGB,1071
JFK,DCA,265
ISP,SFO,2619
IAH,PDX,1850
LAS,IAD,2106
BUR,SFO,372
CLE,EWR,458
LAX,OAK,372
DFW,SLC,999
BOS,IAH,1609
BUR,MEM,1619
CHS,EWR,678
BOS,SAN,2588
DTW,MSY,926
MDW,BNA,409
MKE,BWI,641
BOS,SEA,2496
CLT,LGB,2125
ABQ,MHT,1974
MSN,BWI,714
SLC,SJC,599
DFW,SFO,1464
CAK,RSW,1025
ONT,SDF,1842
CLT,SWF,575
LIT,HPN,1125
MHT,IND,817
CLT,HOU,920
FLL,PHL,1013
DTW,SNA,1979
MIA,MCO,192
DFW,LAS,1067
FLL,RDU,700
LAS,EWR,2283
MIA,SFO,2585
ABQ,SFO,896
DAL,PHF,1213
SNA,RNO,415
IAH,PHX,1028
DAL,ONT,1246
MDW,DEN,895
DFW,JAX,919
BOS,RSW,1272
OKC,BWI,1180
SNA,SJC,372
ISP,SLC,2021
CVG,EWR,626
MCO,WAS,787
PHF,SFO,2519
MHT,MKE,860
LGB,EWR,2510
CMH,BWI,336
MHT,MDW,867
PHX,TPA,1788
BTV,LGA,267
PSP,OAK,421
HOU,EWR,1454
MSY,JFK,1218
ISP,PDX,2482
ISP,DCA,251
ORD,DEN,895
BNA,LGA,803
ALB,MIA,1225
LAX,BNA,1797
HOU,PHX,1028
SWF,PDX,2482
CHI,LGA,773
ONT,LGA,2510
EFD,DCA,1246
ALB,IAD,325
ABQ,DAL,580
DEN,SNA,862
LGB,MIA,2342
EUG,SFO,471
EUG,ONT,776
DAL,OMA,585
DAL,IAH,252
BHM,IAH,570
LAS,SNA,236
BOS,SAV,917
MYR,SWF,601
BUR,MKE,1756
MDW,SLC,1258
MSY,NYC,1218
BUF,ISP,326
CLT,HPN,575
RNO,IAD,2286
ORD,CLE,344
CRP,DFW,354
DAL,LIT,304
JFK,OKC,1381
ISP,OAK,2619
BHM,DFW,597
AUS,IAD,1342
DFW,RNO,1356
PDX,TPA,2497
OAK,PBI,2567
BNA,EWR,803
CVG,ISP,626
LGA,PDX,2482
LAX,PDX,859
ONT,SMF,404
BUR,RIC,2305
DFW,SNA,1246
PHF,MCO,662
OAK,TUL,1465
MHT,SFO,2704
FLL,SFO,2585
DAL,HPN,1428
MCI,BWI,966
MSP,SJC,1589
MHT,SDF,829
ACY,TPA,914
MDW,DTW,235
TYS,IAD,464
ATL,IAH,696
ORD,RNO,1680
CLE,DAL,1023
JAX,PHF,546
DAL,FLL,1121
BOI,BUR,688
MIA,MCO,192
MEM,WAS,787
MHT,PIT,496
CHI,CMH,296
ALB,SNA,2467
MCI,LAX,1363
ABQ,ONT,677
RSW,BWI,919
LGA,PDX,2482
BDL,BUR,2527
RSW,LGA,1120
DFW,TPA,929
ISP,SAV,757
MCI,MIA,1252
MIA,PBG,1355
MHT,CVG,752
ISP,PNS,1063
BOS,CMH,640
PVD,SMF,2636
LGB,PBI,2330
EWR,SEA,2448
TLH,DCA,745
IAH,HPN,1465
CLT,SNA,2125
CHS,MDW,760
ONT,DCA,2329
PVD,BUR,2611
SWF,SEA,2448
AMA,HOU,538
LGA,SFO,2619
CMH,MCI,633
DFW,BNA,631
AUS,ONT,1238
CLE,ISP,458
MCI,SJC,1499
LGB,BNA,1797
DTW,EWR,540
ALB,BWI,325
FLL,BWI,946
NYC,PDX,2482
ABQ,EWR,1861
ORD,JAN,677
CLT,DFW,936
DFW,DSM,624
MIA,SAN,2268
MCO,BWI,787
CLE,HPN,458
GPT,TPA,429
HPN,ROC,285
CMH,PHX,1671
LGB,PDX,859
LAS,LGA,2283
MHT,MSP,1124
BDL,LAX,2527
RDU,BWI,255
BDL,BWI,326
ELP,EFD,684
MSY,JFK,1218
MDW,TPA,1012
DAY,LGA,590
SNA,BWI,2329
BOS,MDT,335
FLL,HPN,1139
JAX,LGA,870
DAL,PNS,604
PSP,SJC,421
LGA,BWI,265
IAH,JAX,817
CAK,MKE,361
ATL,OAK,2139
SNA,SJC,372
DTW,BWI,408
BOS,IAH,1609
ISP,SAN,2481
ORD,LAS,1521
CLT,CAK,430
IAH,MCI,668
CMH,HOU,1001
DFW,DEN,651
BUF,LAX,2217
BUF,SNA,2217
CLE,MYR,557
ONT,SJC,372
MDW,LIT,552
MCO,SFO,2445
MSY,HPN,1218
HOU,SDF,803
BOS,MDW,867
ABQ,SJC,896
MIA,ORF,812
SJC,STL,1736
DFW,RIC,1158
LGA,PBI,1077
MDW,BNA,409
ISP,PHX,2189
ORD,SYR,607
