airport_1,airport_2,nsmiles
PVD,CHS,836
CAE,EWR,648
ORD,MDT,594
SNA,PHF,2371
BNA,ISP,803
ORD,OAK,1855
EWR,SRQ,1085
MHT,CHS,836
JAX,MIA,335
HOU,SWF,1465
LGB,FLL,2342
BOS,ONT,2611
ABQ,PVD,1974
CMH,EWR,519
DTW,PIE,995
SBN,TPA,973
AUS,IAD,1342
AUS,LGA,1559
MDW,DSM,306
DFW,SWF,1428
CVG,SNA,1900
MIA,ORH,1232
DTW,DCA,408
BOS,PIT,496
LAX,NYC,2510
MHT,ORD,867
TYS,LGA,684
DAL,HOU,247
SLC,OAK,599
FLL,IAD,946
MCI,OAK,1499
MEM,ISP,1002
HSV,SNA,1803
MDW,BNA,409
FLL,SWF,1139
FLL,IAD,946
EGE,JFK,1779
SWF,OKC,1381
DAL,HRL,461
ISP,SEA,2448
PVD,MSP,1124
IAH,PHL,1335
COS,LGA,1645
BNA,SJC,1968
LGB,PBI,2330
HOU,SEA,1900
BOS,TUS,2289
SFO,TUS,751
DSM,LAX,1447
EFD,LIT,393
RSW,SFO,2481
ONT,TPA,2158
MDW,MIA,1197
BNA,DCA,587
BOS,SDF,829
BUR,SEA,978
RSW,HPN,1120
BWI,ICT,1129
BOS,TPA,1204
LGB,SAT,1211
BUF,ORD,473
BOS,PBI,1222
MHT,IAD,418
BOS,ISP,209
MSP,NYC,1057
PVD,SDF,829
CHI,LAX,1751
CAK,FLL,1080
CMH,IAD,336
BOI,ONT,688
CLE,SAN,2045
ELP,ONT,714
JAX,LGB,2153
JAX,HPN,870
ONT,MEM,1619
TSS,SFO,2619
MDW,PHL,678
BOS,MCI,1256
COS,LGB,833
BOS,JAX,1028
BOS,HPN,209
BOS,BUF,395
HOU,PHL,1335
BNA,SFO,1968
BOS,SAT,1764
RSW,EWR,1120
BDL,SJC,2625
MDW,GSO,590
BOS,ISP,209
BDL,BUR,2527
EFD,RDU,1050
ATL,LGA,795
MSP,PIE,1307
PVD,FLL,1284
CHI,DEN,896
PIT,DCA,210
DAL,ONT,1246
TYS,JFK,684
CVG,DFW,812
MHT,CVG,752
HOU,LBB,475
LGB,MFR,659
ORD,TUL,585
CAK,BNA,448
LAX,MKE,1756
BHM,SWF,902
PVD,SNA,2611
BOS,SMF,2636
GRR,HPN,656
IND,MIA,1021
ISP,STL,928
PVD,MIA,1284
HPN,STL,929
CAK,LAS,1846
SWF,RIC,325
COS,SFO,963
DFW,LAS,1067
HPN,SYR,223
BUR,PHL,2401
SWF,OAK,2619
ABQ,ONT,677
ATL,MDW,606
ABQ,BOS,1974
JFK,IAD,265
PHX,RNO,601
BUR,IAD,2329
LAS,WAS,2106
PVD,RIC,487
ISP,SRQ,1085
BNA,SFO,1968
PVD,BUR,2611
CLT,IAD,361
ABQ,SNA,677
SWF,PWM,284
OMA,SJC,1433
BNA,DCA,587
HOU,JFK,1454
DAL,ONT,1246
ELP,HPN,1944
SNA,OMA,1330
BDL,IAH,1519
IND,WAS,515
LAS,FLL,2175
ONT,ICT,1203
IAH,SAT,192
HRL,IAH,295
DTW,SNA,1979
IAH,OMA,807
AUS,PHX,872
ISP,SJC,2619
ATL,SFO,2139
LAS,LGA,2283
AUS,SJC,1504
LAX,JFK,2510
ISP,SAV,757
HPN,IAD,265
BDL,OAK,2625
CAK,MCI,711
MSP,JFK,1057
CLT,WAS,361
DFW,OKC,181
SDF,ISP,699
CVG,IAD,430
SWF,PDX,2482
HOU,SEA,1900
LAX,MSP,1536
BOS,RDU,625
DAL,ORF,1212
OMA,WAS,1025
MHT,FLL,1284
ALB,MDW,723
ONT,MSN,1687
MSY,SWF,1218
MDW,RIC,642
LGA,PHX,2189
PSP,SJC,421
DFW,BUR,1246
BOS,MDW,867
FLL,STL,1068
JFK,BWI,265
ORD,CMH,296
DSM,JFK,1071
MHT,BNA,943
ORD,RDU,647
MDW,PWM,900
MDW,DFW,802
HSV,IAD,640
EWR,MCO,989
PVD,MCI,1256
MDW,HPN,773
BUR,MSN,1687
HPN,OKC,1381
GSO,DCA,278
CVG,ONT,1900
ORF,TPA,722
DEN,PHF,1553
MDW,RNO,1680
NYC,MCO,989
ALB,BWI,325
CLT,SWF,575
DTW,BUR,1979
AMA,HOU,537
LGA,MCO,989
MCI,ONT,1363
MDW,SRQ,1050
MDW,GSO,590
EWR,PWM,284
PHF,SFO,2519
CMH,LGA,519
ORF,SAN,2330
DFW,HPN,1428
CLE,PHL,363
BDL,EWR,115
HOU,OAK,1649
ONT,BWI,2329
ATL,PHF,516
BNA,HPN,803
ABQ,LAX,677
AMA,HOU,538
ORD,BNA,409
CAK,MCI,711
ELP,OAK,993
BOS,PHX,2300
CLT,CAK,430
MKE,JFK,777
DAL,ELP,562
ONT,MRY,302
MIA,SAT,1145
MSP,OAK,1589
LGA,OAK,2619
ELP,SNA,714
BUF,SWF,326
CVG,LAX,1900
CHS,JFK,678
HPN,SEA,2448
CHI,LAS,1521
MYR,ISP,601
HPN,RIC,325
GRR,JFK,657
SNA,MIA,2342
CHS,EWR,678
CMH,LAS,1771
BDL,OAK,2625
PDX,DCA,2358
MHT,CMH,640
GRR,ISP,656
HPN,BWI,265
MHT,DTW,632
MEM,MIA,860
PVD,DCA,418
AUS,DFW,190
MEM,LGA,1002
ORD,DFW,802
PHX,PIT,1813
MYR,IAD,399
MEM,EWR,1002
BUF,CHI,473
RSW,IAD,919
JFK,SEA,2448
CLT,CAK,430
ORD,OMA,423
ISP,MCO,989
MLB,ISP,995
ONT,FLL,2342
JAX,SNA,2153
CAK,DAL,1023
BOS,SAV,917
ORD,MIA,1197
ONT,MKE,1756
PVD,TPA,1204
DAL,RSW,1017
ATL,DAL,732
LIT,SJC,1690
ATL,ORF,516
JAX,LGA,869
LAS,AZA,276
SAT,SFO,1482
LAX,MSN,1687
FLL,OMA,1393
MCI,MKE,436
XNA,LGA,1187
DTW,PBI,1087
ATL,ONT,1946
PVD,MSY,1371
BTR,DFW,383
ATL,DAL,731
DFW,ORF,1213
LAS,SFO,414
SEA,IAD,2335
BOS,MYR,757
SNA,PBI,2330
IAH,PDX,1843
SNA,MCO,2217
EFD,SLC,1220
CAK,MCI,711
HOU,JAN,359
ONT,MIA,2342
ATL,HPN,795
CAK,ISP,458
ATL,PVD,952
ONT,MCO,2217
MDW,ROC,528
SNA,SJC,372
HOU,SNA,1390
ROC,IAD,296
HOU,MSP,1057
BDL,SNA,2527
ORF,SFO,2519
HPN,SMF,2553
IND,BWI,515
EFD,PHX,1028
MHT,PIT,496
LGB,LGA,2510
DAL,DAY,861
ORD,PHF,717
ISP,SAV,756
SNA,RNO,415
MYR,SWF,601
MDW,LIT,552
BUR,RDU,2239
MLB,HPN,995
CLT,JFK,575
CLT,DAL,936
BUR,OKC,1187
PVD,LAX,2611
SWF,SFO,2619
ATL,CLE,554
SWF,STL,928
LGB,SFO,372
MCI,IAD,967
BOS,JAX,1028
DFW,LBB,293
DFW,DEN,651
HOU,JAX,817
LGB,STL,1592
CHS,SWF,677
MSY,BWI,998
DAB,ISP,935
SNA,PBI,2330
BOS,PDX,2537
ELP,SFO,993
DTW,SWF,540
HOU,BUR,1397
ORD,BUR,1759
DAL,BUR,1246
FLL,JFK,1139
DEN,BWI,1491
ATL,PHF,516
HOU,MAF,449
EFD,MAF,449
TPA,BWI,842
SAT,SFO,1482
ISP,OKC,1381
LGB,PBI,2330
LAX,SLC,590
PVD,LAX,2611
CHS,LGA,678
IND,SNA,1814
ORL,DCA,787
IND,NYC,700
IAH,SWF,1465
CVG,MIA,948
DTW,BWI,408
RNO,BWI,2286
MCI,BNA,491
ORD,IAH,945
LAS,ORF,2155
ISP,SRQ,1085
CAK,RDU,416
CAK,PBI,1020
HPN,RDU,463
HOU,MFE,316
RSW,BDL,1180
ONT,BNA,1797
ISP,OAK,2619
MDW,IND,177
BNA,TPA,612
CLE,EWR,458
SNA,PHF,2371
MIA,RDU,700
HOU,IAD,1246
MEM,LGA,1002
ORD,PDX,1751
DFW,PHF,1213
PVD,SRQ,1240
LGA,OMA,1188
SNA,OAK,372
HPN,STL,928
CLT,SJC,2296
BUR,RIC,2305
FLL,DCA,946
HOU,HPN,1465
COS,DAL,603
LGB,MEM,1619
BOS,HPN,209
EWR,SRQ,1085
OKC,SJC,1384
ATL,LGA,795
CLE,DFW,1023
BOS,OAK,2704
LAS,SNA,236
SWF,SAT,1624
DEN,PHF,1553
LAX,LGA,2510
MDW,SWF,773
TYS,BWI,464
HOU,SJC,1657
CVG,IAH,886
ATL,SNA,1947
CLE,IAD,314
ORD,SEA,1733
GSO,MIA,710
ELP,LAX,714
MCI,MCO,1072
LGA,BWI,265
DFW,SFO,1476
MHT,MEM,1139
ELP,SFO,993
LAS,TPA,1984
SWF,PBI,1077
SNA,PDX,859
ELP,DCA,1741
MHT,DFW,1562
BOS,BUR,2611
LAX,PDX,859
MHT,TPA,1204
DAL,SNA,1246
CLE,MCI,711
FLL,MSY,674
MIA,OAK,2585
HOU,MCI,668
IAH,PHF,1209
CVG,IAD,430
BDL,SNA,2527
LGA,DCA,265
CLT,CLE,430
ABE,MDW,654
BUR,SWF,2510
MCI,PHX,1044
ALB,PIE,1138
CHS,IAD,472
BHM,LAX,1815
LGB,SLC,590
DAL,MSP,853
LGA,SAN,2481
JAX,ISP,870
CLT,DTW,500
FLL,SWF,1139
PVD,SWF,209
LAX,PHX,370
BOS,MDW,867
GRR,FLL,1214
DTW,JFK,540
PHX,DCA,1999
MHT,BNA,943
CAK,MIA,1080
HSV,BWI,640
PVD,BNA,943
SNA,FLL,2342
CAK,SEA,2055
BNA,SFO,1968
CLE,OAK,2187
DSM,IAD,910
MSN,JFK,850
LAX,MIA,2342
DEN,LAX,862
CHI,RNO,1680
AUS,PVD,1695
HOU,PIT,1131
AUS,DAL,190
BHM,JFK,902
BUR,MFR,659
CLT,JFK,575
BOS,PIT,496
DFW,ICT,333
BTV,JFK,267
JFK,PHX,2189
BHM,LAX,1815
ONT,TUL,1283
RSW,ISP,1120
ELP,LAS,584
BDL,LGB,2527
IND,MIA,1020
DSM,SNA,1447
MIA,EWR,1139
MKE,TPA,1075
EWR,RIC,325
ORD,PDX,1751
RSW,BWI,919
SWF,SLC,2021
IAH,OKC,423
ELP,LGB,714
CLE,BWI,314
CAK,DAL,1023
HPN,DCA,265
ONT,LGA,2510
BUR,PBI,2330
DAL,IAD,1217
BOI,SJC,523
JAX,DCA,663
JFK,PHF,337
DEN,BWI,1491
AUS,IAD,1342
CHS,JFK,678
DAL,MCI,461
PVD,RDU,625
MSY,PHF,939
FLL,LGA,1139
IAH,PHX,1028
ALB,TPA,1130
PVD,MSP,1124
OKC,IAD,1180
CLT,PHX,1773
ORD,ISP,773
AUS,SNA,1242
MSY,TPA,488
GRR,IAD,528
MDW,JAX,865
IAH,SAT,192
MHT,DCA,418
DAL,TPA,929
FLL,DCA,946
MIA,SAT,1145
BDL,MIA,1194
MIA,RDU,700
ORD,RIC,642
ONT,MSN,1687
LGB,PBI,2330
JFK,RNO,2443
IAH,TPA,787
DAL,PHL,1302
PVD,LAX,2611
FLL,JFK,1139
JFK,OMA,1188
BUR,GEG,962
MIA,PHL,1013
TYS,IAD,464
GSO,HPN,493
ISP,OMA,1188
BOS,TUS,2289
DFW,BDL,1471
BOS,BUR,2611
BHM,LAX,1815
AUS,LAX,1242
NYC,TPA,1048
PVD,SFO,2704
BOS,OMA,1282
EUG,OAK,471
MHT,BUR,2611
HOU,SEA,1894
CLT,DAL,936
JFK,MCO,989
BUR,FLL,2342
SAT,TPA,972
PVD,BUF,396
SNA,SDF,1842
DSM,IAD,910
IAH,SLC,1213
SAT,OAK,1482
DSM,IAD,910
IAH,SMF,1632
BOS,ORF,487
FLL,JFK,1139
IAH,LIT,393
BHM,FLL,661
LGB,MIA,2342
CVG,HPN,626
SWF,SFO,2619
SMF,STL,1679
CVG,TPA,773
TUL,IAD,1071
LGB,SYR,2351
MKE,ISP,777
BUF,JFK,326
DAY,LGB,1925
LAS,IAD,2106
DFW,SEA,1670
GRR,IAD,528
DFW,SAN,1182
EWR,RDU,463
LAX,MSN,1687
DEN,LAX,862
XNA,HPN,1187
SFO,STL,1736
SJC,TUS,751
ISP,ROC,285
AUS,JFK,1559
CHI,GSO,590
BHM,WAS,682
BNA,EWR,803
PVD,LGA,209
CHI,LAX,1751
GSO,ONT,2172
MCI,LGB,1363
BOS,PBI,1222
MEM,LGA,1002
MSN,SWF,850
RSW,ONT,2238
JAX,OAK,2366
DAY,BWI,406
ABQ,EFD,767
SNA,EWR,2510
BOS,DTW,632
AUS,ONT,1242
DAL,ONT,1246
MHT,SRQ,1240
PVD,MIA,1284
CVG,EWR,626
EWR,MCO,989
JAX,DCA,663
ISP,SEA,2448
BOI,OAK,523
ATL,IAH,696
DAY,FLL,998
MHT,DCA,418
CMH,BUR,1996
MCI,OAK,1499
OKC,SFO,1384
BUF,MIA,1185
COS,SWF,1678
DAL,DAY,861
EWR,PIE,1048
DAL,BWI,1217
PVD,SRQ,1240
ACY,DTW,497
AUS,LAX,1242
DAL,RIC,1158
DEN,FLL,1709
DAL,JAX,918
IND,BWI,515
DTW,BUR,1979
ORF,OAK,2519
MIA,ROC,1204
SWF,DCA,265
MHT,SNA,2611
MDW,PHF,717
PHX,BWI,1999
LGA,RDU,463
HOU,LGA,1465
MSP,ISP,1057
FLL,SWF,1139
DAY,BWI,406
DEN,SFO,967
LAX,MFR,659
PHL,SFO,2521
IND,ONT,1814
DTW,LGA,540
ORD,SFO,1855
SWF,PBI,1077
PHX,SFO,651
ALB,LAX,2467
MHT,SWF,209
OAK,PBI,2567
ORD,MEM,491
LGA,RIC,325
MHT,HOU,1609
MHT,IND,817
DTW,LGB,1979
BUR,OMA,1330
IAH,TPA,787
MCO,SFO,2445
LGB,PDX,859
ABQ,LGB,677
HOU,MAF,441
DFW,PBI,1103
MEM,LGA,1002
DFW,IND,762
BOS,SFO,2704
IAH,OAK,1649
BOS,PDX,2537
CAK,SNA,2073
ONT,PDX,859
DTW,PHX,1671
DEN,TPA,1506
LGB,OKC,1187
MDW,EWR,773
GSO,LGA,493
SWF,SRQ,1085
CLE,SFO,2187
ORD,CAK,344
SNA,TUS,453
BTV,SWF,267
LGA,PDX,2482
OKC,DCA,1180
OAK,TUS,751
HPN,SMF,2553
HOU,SAN,1320
ABQ,SNA,677
GRR,HPN,656
FLL,SAN,2268
CAK,SNA,2073
SNA,ROC,2272
MEM,WAS,787
TUL,DCA,1071
MIA,OMA,1393
ORD,PHL,678
JFK,STL,929
MSN,HPN,850
TPA,BWI,842
HPN,RIC,325
RIC,SJC,2449
BHM,DCA,682
MDW,BWI,621
DSM,ONT,1447
CLE,SWF,459
PHX,DCA,1998
LAX,PHX,370
BUF,TPA,1054
IAH,IAD,1246
OMA,BWI,1025
GRR,TPA,1044
RSW,DCA,919
AUS,BUR,1242
LGA,OMA,1188
AUS,LGB,1238
CHS,JFK,678
OAK,IAD,2457
PHX,GEG,1020
ONT,OAK,372
EUG,LAX,776
BOS,BWI,418
MIA,DCA,946
BUR,SAT,1211
DEN,OAK,967
ABQ,SFO,896
CAK,SNA,2073
LIT,BUR,1494
OMA,DCA,1025
ORD,RIC,642
ABQ,LGA,1861
MDW,OKC,693
MHT,CMH,640
IAH,SEA,1894
LAX,SAT,1211
ONT,ICT,1203
RSW,SWF,1120
MHT,ONT,2611
EFD,SAN,1320
CLT,LAX,2125
BOS,MYR,757
DAL,OMA,585
BHM,TPA,460
COS,ONT,833
ORD,MCO,1005
CLE,SNA,2073
PHX,DCA,1998
LAS,DCA,2106
CAK,MSP,657
RSW,LGB,2238
BOS,DAY,709
PVD,HOU,1609
HPN,RDU,463
LAS,SWF,2283
ATL,OAK,2139
MHT,COS,1778
DTT,SDF,316
LGA,DCA,265
ORD,SAN,1728
CAK,SEA,2055
ACY,TPA,913
CAE,SWF,648
PVD,BUF,396
LGA,ORF,337
SEA,DCA,2335
DTT,BNA,466
BUR,RDU,2239
HOU,RDU,1050
ORD,OAK,1855
MDW,SWF,773
BOS,GSO,655
BHM,HPN,902
OAK,SEA,696
ONT,HPN,2510
PVD,LAS,2381
EWR,STL,929
FLL,JFK,1139
DTW,PHL,453
CMH,SWF,519
JFK,RDU,463
ORD,SAT,1042
DSM,HPN,1038
ISP,MCO,989
BNA,OAK,1968
CVG,LGA,626
CAK,PHL,363
ORF,SFO,2519
CAE,ISP,647
PHX,IAD,1999
BOS,OAK,2704
CAK,FLL,1080
SWF,PIT,375
DSM,DCA,910
SWF,TPA,1048
ONT,PBI,2330
MKE,JFK,777
CLE,BUR,2073
ABQ,OAK,896
MHT,MSN,932
BOS,SAT,1764
DSM,IAD,910
PVD,SAN,2588
EFD,PDX,1850
GRR,PHX,1574
ABQ,NYC,1861
CLE,RSW,1025
PVD,ORD,867
MIA,PIT,1013
ATL,OAK,2139
MSY,PHX,1301
SNA,OKC,1187
HOU,PHF,1209
IAH,SAN,1313
SAT,TPA,972
ORD,IND,177
CRP,IAH,201
RSW,JFK,1120
LGB,ICT,1203
HOU,MCI,668
DFW,IAD,1217
ORD,ROC,528
EWR,DCA,250
BHM,ISP,902
DFW,HPN,1428
LGB,JFK,2510
DAL,MCO,984
PHF,DCA,159
CAK,DTW,133
IND,DCA,515
BOS,SAT,1764
BNA,SJC,1968
DTW,SWF,540
ISP,RDU,463
DFW,SMF,1442
ABQ,IAD,1670
CLT,BUR,2125
PHF,SAN,2330
MHT,DCA,418
MSN,HPN,850
MSY,TPA,487
ORD,SRQ,1050
ALB,IAD,325
BOS,DCA,418
MHT,SRQ,1240
COS,IAD,1504
ELP,BWI,1741
DTW,SEA,1938
IAH,OKC,423
MDW,SFO,1855
MSP,ISP,1057
BOS,JAX,1028
LGB,MSY,1670
OAK,WAS,2457
FLL,PIT,1013
BOS,SAN,2588
BUR,RNO,415
BOI,LAX,688
ORD,OKC,693
IAH,TUL,456
LAS,DCA,2106
DFW,MCI,461
SNA,MCO,2217
BDL,TPA,1111
BOI,LAX,688
DAY,FLL,998
EWR,PWM,284
CAK,HOU,1106
BOI,OAK,523
BOS,RSW,1272
CLE,SNA,2073
BUF,SWF,326
DAY,LGA,590
EWR,ROC,285
BUF,BUR,2218
GRR,JFK,656
DFW,BUR,1246
DTW,MIA,1145
CLT,TPA,508
MDW,JFK,773
LAX,MSP,1536
SWF,ROC,285
DAY,TPA,828
ATL,ORD,606
LAX,MIA,2349
PVD,SEA,2496
HPN,PHL,130
PVD,BUF,396
MHT,HOU,1609
BNA,SFO,1968
ATL,CLE,554
STL,PIE,869
CLE,LGB,2073
JAX,DCA,663
DTW,TPA,983
BUR,RNO,415
IAH,SAN,1320
HPN,RNO,2443
JFK,RIC,325
BHM,BWI,682
BOS,RIC,487
SJC,TPA,2393
MDW,ORF,717
JFK,ORF,337
CAK,SJC,2187
BOS,CAK,563
MKE,EWR,777
DEN,BUR,862
EFD,MSP,1059
CHS,LGB,2206
PVD,RDU,625
ISP,TLH,956
LAS,NYC,2283
IAH,MFE,316
BOS,MSY,1371
BOS,SAT,1764
CVG,OAK,2036
CVG,JFK,626
LAS,SFO,414
MEM,OAK,1807
MIA,SAT,1145
CHI,MEM,491
ORD,ICT,589
BUF,ONT,2217
DSM,JFK,1038
NYC,ORF,337
HPN,SAN,2481
IND,MCI,451
DEN,IAH,883
HOU,LAX,1397
BOS,BNA,943
LGB,EWR,2510
DAL,MEM,432
LAX,HPN,2510
BUR,MSP,1536
MEM,DCA,787
CAK,SAN,2045
ORF,MCO,662
ATL,JFK,795
BNA,OAK,1968
LAX,EWR,2510
CLE,LAS,1846
BOS,CAK,563
ISP,ROC,285
CHI,DTW,235
BOS,MKE,860
EUG,SNA,776
EWR,PHX,2189
MHT,DEN,1754
ATL,EWR,795
ABQ,LAX,677
CAK,LGA,458
CAK,IND,269
CLT,LGA,575
BUF,SJC,2309
OKC,IAD,1180
LGB,JFK,2510
IND,LAX,1814
PVD,SEA,2496
IAH,ISP,1465
MHT,MEM,1139
LGB,RNO,415
PVD,DEN,1754
DCA,ICT,1129
PIT,IAD,210
ELP,LAX,715
MSY,ISP,1218
SJC,TPA,2393
ORD,DAL,802
FLL,MKE,1259
CLT,SFO,2296
MCI,SNA,1363
IND,LGB,1814
BOS,CHS,836
EWR,RIC,325
FLL,MSY,674
DEN,BUR,862
MDW,DTW,248
CLT,ISP,575
PVD,EFD,1609
EWR,OAK,2619
RDU,DCA,255
GRR,ONT,1874
FLL,SAT,1145
ALB,DCA,325
MEM,MIA,860
JFK,PBI,1077
MSN,WAS,714
HOU,MSY,305
ONT,MSY,1671
BUF,IAD,296
ALB,BUR,2468
ORD,MSP,349
MSP,SJC,1589
LGB,FLL,2342
BOS,MSY,1371
BDL,IAD,326
BOS,PHL,290
SLC,BWI,1864
LAX,PHX,370
LAX,SAN,122
AUS,SWF,1559
MSY,WAS,998
IND,LGA,700
SFO,TPA,2393
DAB,SWF,935
GSO,BWI,278
PVD,PDX,2537
BHM,ISP,902
GSO,BUR,2172
IND,ISP,701
LGA,OAK,2619
MDW,OAK,1855
ONT,ISP,2510
MCI,ISP,1148
PVD,CVG,752
CMH,SNA,1996
PHX,BWI,1998
LAX,IAD,2329
LGB,RNO,415
BOS,CHS,836
HPN,PHX,2189
AUS,SJC,1504
GSO,BWI,278
BNA,TPA,612
ATL,SFO,2139
DAL,SLC,999
DFW,FLL,1121
CVG,LGB,1900
FLL,SJC,2585
ONT,MIA,2342
JAN,BWI,888
SWF,SAT,1624
BHM,ONT,1815
BHM,SJC,2013
IAH,PHL,1335
ELP,EWR,1944
SAT,IAD,1407
MHT,DEN,1754
EFD,SFO,1657
DEN,DTW,1123
PHX,FSD,1081
SFO,BWI,2457
DTT,ONT,1988
JAX,SWF,870
ORD,RSW,1120
FLL,PHL,1013
SWF,SEA,2448
BUR,BWI,2329
BUR,MIA,2342
BUR,RDU,2239
BDL,SFO,2625
OAK,IAD,2457
DAY,FLL,998
IAH,SNA,1390
IAH,STL,687
EFD,MEM,484
HOU,OKC,419
LIT,LAX,1494
PVD,HPN,209
PVD,ORF,487
PHF,PHL,211
EFD,EWR,1465
SNA,PIT,2136
MDW,RIC,642
CAK,HPN,458
MLB,EWR,995
BTR,DAL,383
BOS,TYS,831
MHT,IND,817
SLC,SJC,599
MDW,LEX,323
RNO,SJC,192
CHI,MCI,407
ISP,SRQ,1085
SBN,PIE,973
BUR,LGA,2510
MHT,MYR,756
HPN,PHX,2189
AMA,IAH,545
FLL,BWI,946
JFK,SMF,2553
MCI,BUR,1363
ORD,LAX,1751
BOS,RDU,625
HPN,SAN,2481
CAK,HPN,458
SNA,SDF,1842
DAL,ISP,1428
PVD,SJC,2704
MCI,OKC,313
PDX,IAD,2358
GSO,EWR,493
GSP,SWF,643
HPN,SJC,2619
ATL,LGB,1946
DAL,FLL,1121
SNA,OMA,1330
ATL,IAD,577
BOS,ORF,487
PHX,BWI,1999
IAH,SEA,1894
BDL,IND,728
LAS,RIC,2087
CRP,HOU,201
SJC,GEG,743
BUR,IAD,2329
SNA,SEA,978
ORF,OAK,2519
HPN,RNO,2443
ONT,SEA,978
CLE,BUR,2073
ISP,RNO,2443
AUS,LGB,1238
DFW,BWI,1217
JAX,SWF,870
EWR,SYR,222
IND,FLL,1021
LIT,ISP,1125
HPN,SEA,2448
IAH,PIT,1131
SJC,SBA,263
AUS,ISP,1559
AUS,IAH,160
CLE,TPA,932
CVG,HOU,886
PVD,MSY,1371
LGA,ROC,285
MHT,LAS,2381
MIA,PHF,812
SAN,SFO,447
BOS,CMH,640
DSM,EWR,1071
ORD,LAS,1521
ONT,BWI,2329
PDX,OAK,569
PVD,MSY,1371
CAK,ORF,435
MIA,JFK,1139
BOS,PHL,290
IAH,FLL,965
AUS,EFD,156
SDF,HPN,699
LGA,PWM,284
DSM,BWI,910
MDW,BUR,1750
SFO,GEG,743
ONT,SAT,1211
MHT,SLC,2105
HOU,STL,687
HRL,IAH,295
MDW,BWI,622
MDW,SAN,1728
BOS,SLC,2105
MKE,SWF,777
MEM,TPA,656
HOU,TUL,456
BUR,ORF,2371
DAY,LGA,590
PIT,IAD,210
DSM,BWI,910
BNA,SFO,1968
SMF,DCA,2395
HOU,LIT,393
MHT,PBI,1222
BOS,BWI,418
DEN,SWF,1659
MDW,TUL,585
CAK,LAX,2073
IND,OAK,1944
AUS,SNA,1238
IAH,LIT,393
PVD,MIA,1284
DAL,SAT,248
BOS,MEM,1139
ONT,LGA,2510
LAS,MIA,2175
PVD,IAH,1609
ORD,SMF,1790
MDW,EWR,773
LGA,PNS,1063
BOS,PIT,496
PVD,PIT,496
OAK,TPA,2393
HOU,SMF,1632
CAE,EWR,648
CMH,LAX,1996
IND,PIE,840
MHT,SMF,2636
AUS,HOU,160
BUF,PHX,1912
MDW,BNA,409
CLT,CLE,430
DAL,MCO,984
LGA,PHX,2189
MHT,IAH,1609
LAX,RDU,2239
OAK,IAD,2457
BOS,SEA,2496
SNA,MFR,659
SDF,LGA,699
MDW,SMF,1790
ASE,JFK,1750
ORD,JAX,864
LGB,PHX,370
LGB,OKC,1187
DAL,LBB,293
IAH,ISP,1465
FMY,MKE,1183
MDW,RIC,642
BOS,BUF,396
GRR,HPN,656
MCI,SAT,706
HOU,MSY,305
HPN,SMF,2553
ORF,IAD,159
JFK,ORF,337
FLL,MSP,1501
MHT,DAY,709
DAL,MKE,853
CHS,DCA,472
JFK,RDU,463
LGB,TUL,1283
SNA,LGA,2510
DFW,MSY,448
DEN,EWR,1659
CMH,HOU,1001
GSO,NYC,493
DEN,ONT,862
MCI,EWR,1148
IAH,HPN,1465
MKE,ISP,777
ONT,MFR,659
ROC,IAD,296
BUR,OKC,1187
LIT,LGB,1494
ISP,SAV,757
DAL,RIC,1158
DAL,MCI,461
LGA,OKC,1381
DFW,MSY,448
CLT,SFO,2296
MDW,ORF,717
ELP,SJC,993
MHT,PDX,2537
JFK,PIT,376
DEN,IAD,1491
PIT,SJC,2254
ORD,CAK,344
DAL,ISP,1428
LAS,ONT,236
MDW,SNA,1751
MHT,BWI,418
CAK,LGB,2073
ONT,OMA,1330
DSM,JFK,1071
SLC,BWI,1865
SYR,BWI,298
IAH,PIT,1131
BHM,SNA,1815
MIA,PDX,2700
DAL,DCA,1217
MYR,ISP,601
DEN,SNA,862
LAX,PHF,2371
MHT,SAT,1764
BNA,DCA,588
RDU,TPA,587
DAL,MIA,1121
EFD,BNA,670
FLL,SEA,2724
CLT,SWF,575
CHS,IAD,472
SJC,TPA,2393
MDW,SAV,773
DAL,RDU,1062
ABQ,DCA,1670
LGB,SYR,2351
IND,ISP,700
JFK,PHX,2189
EFD,MFE,316
DFW,MSP,853
DTW,ONT,1979
EFD,PHX,1028
CMH,LGA,519
EWR,MCO,989
ELP,LGB,714
CMH,BUR,1996
FLL,STL,1068
MHT,CLE,563
BDL,HOU,1519
PVD,NYC,209
JAX,LAX,2153
ATL,BDL,859
CHI,DEN,896
EUG,SNA,776
ABQ,SNA,677
ONT,MSP,1536
OMA,IAD,1025
GRR,LAX,1874
ELP,JFK,1944
CAK,STL,497
DSM,BUR,1447
AUS,MDW,978
PVD,SLC,2105
COS,LGB,833
JAX,SNA,2153
BOS,SEA,2496
ELP,LGB,715
ABQ,DAL,580
AUS,WAS,1340
DAL,PHF,1212
ABQ,SFO,896
BNA,LGA,803
MIA,SJC,2585
BOS,RIC,487
PVD,MSP,1124
DFW,ICT,333
DFW,OAK,1476
LGB,SFO,372
ATL,DFW,732
MHT,PHF,487
SNA,TUL,1283
MEM,TPA,655
DFW,IAD,1217
LGB,PHX,370
BLI,SFO,790
PVD,MCO,1142
RNO,SJC,192
MSP,JFK,1057
BNA,SJC,1968
PVD,MCI,1256
AUS,LGB,1242
